,YEAR,MONTH,DAY,HOURS,MINS,Lehman Library,Northwest Corner Building,Avery,Lerner,East Asian Library,John Jay,Butler,Uris
2014-11-10T03:45:00,2014,11,10,3,45,4,2,6,14,1,3,198,2
2014-11-10T04:00:00,2014,11,10,4,0,4,2,8,13,1,2,190,2
2014-11-10T04:15:00,2014,11,10,4,15,5,2,5,16,1,2,159,2
2014-11-10T04:30:00,2014,11,10,4,30,5,2,5,14,1,2,139,1
2014-11-10T04:45:00,2014,11,10,4,45,5,2,6,15,2,0,128,1
2014-11-10T05:00:00,2014,11,10,5,0,4,2,6,12,1,0,126,3
2014-11-10T05:15:00,2014,11,10,5,15,3,2,5,13,2,0,110,4
2014-11-10T05:30:00,2014,11,10,5,30,3,1,6,16,2,1,109,3
2014-11-10T05:45:00,2014,11,10,5,45,3,2,7,14,1,1,108,2
2014-11-10T06:00:00,2014,11,10,6,0,3,2,5,18,1,2,107,2
2014-11-10T06:15:00,2014,11,10,6,15,5,2,7,15,1,1,104,3
2014-11-10T06:30:00,2014,11,10,6,30,4,2,8,21,1,2,100,4
2014-11-10T06:45:00,2014,11,10,6,45,6,2,7,18,1,1,88,2
2014-11-10T07:00:00,2014,11,10,7,0,5,2,6,24,3,3,89,3
2014-11-10T07:15:00,2014,11,10,7,15,5,2,9,24,4,3,91,4
2014-11-10T07:30:00,2014,11,10,7,30,6,3,11,37,3,3,94,3
2014-11-10T07:45:00,2014,11,10,7,45,5,2,13,41,5,5,89,11
2014-11-10T08:00:00,2014,11,10,8,0,12,2,13,89,4,6,94,7
2014-11-10T08:15:00,2014,11,10,8,15,8,2,17,95,8,6,110,8
2014-11-10T08:30:00,2014,11,10,8,30,11,5,26,159,9,7,159,29
2014-11-10T08:45:00,2014,11,10,8,45,11,6,31,208,6,13,200,44
2014-11-10T09:00:00,2014,11,10,9,0,14,10,34,145,24,13,251,66
2014-11-10T09:15:00,2014,11,10,9,15,20,11,45,140,33,12,293,117
2014-11-10T09:30:00,2014,11,10,9,30,82,26,72,179,42,9,398,154
2014-11-10T09:45:00,2014,11,10,9,45,122,39,63,190,39,10,453,164
2014-11-10T10:00:00,2014,11,10,10,0,182,43,68,234,64,10,503,182
2014-11-10T10:15:00,2014,11,10,10,15,210,73,99,247,70,17,618,231
2014-11-10T10:30:00,2014,11,10,10,30,219,74,120,334,77,18,657,272
2014-11-10T10:45:00,2014,11,10,10,45,245,88,142,346,103,15,737,357
2014-11-10T11:00:00,2014,11,10,11,0,302,85,161,342,114,15,786,430
2014-11-10T11:15:00,2014,11,10,11,15,311,100,174,298,129,25,868,435
2014-11-10T11:30:00,2014,11,10,11,30,327,95,169,341,138,48,913,447
2014-11-10T11:45:00,2014,11,10,11,45,356,92,172,455,121,103,975,469
2014-11-10T12:00:00,2014,11,10,12,0,352,90,208,412,155,128,916,502
2014-11-10T12:15:00,2014,11,10,12,15,365,91,213,511,101,118,1021,480
2014-11-10T12:30:00,2014,11,10,12,30,374,103,236,414,98,114,929,469
2014-11-10T12:45:00,2014,11,10,12,45,367,110,247,412,114,127,955,561
2014-11-10T13:00:00,2014,11,10,13,0,376,107,270,509,123,125,959,727
2014-11-10T13:15:00,2014,11,10,13,15,366,96,276,520,118,120,942,732
2014-11-10T13:30:00,2014,11,10,13,30,372,89,281,612,101,186,1013,757
2014-11-10T13:45:00,2014,11,10,13,45,447,100,297,512,89,153,1041,846
2014-11-10T14:00:00,2014,11,10,14,0,470,100,310,479,95,125,1183,867
2014-11-10T14:15:00,2014,11,10,14,15,499,106,340,435,116,100,1178,858
2014-11-10T14:30:00,2014,11,10,14,30,559,105,321,501,93,69,1287,779
2014-11-10T14:45:00,2014,11,10,14,45,584,117,333,381,153,38,1235,749
2014-11-10T15:00:00,2014,11,10,15,0,613,111,328,429,151,52,1260,738
2014-11-10T15:15:00,2014,11,10,15,15,641,109,323,489,120,50,1376,741
2014-11-10T15:30:00,2014,11,10,15,30,673,117,338,437,134,52,1407,797
2014-11-10T15:45:00,2014,11,10,15,45,691,112,337,411,125,40,1441,803
2014-11-10T16:00:00,2014,11,10,16,0,673,127,364,381,143,31,1447,801
2014-11-10T16:15:00,2014,11,10,16,15,635,118,369,514,138,43,1496,818
2014-11-10T16:30:00,2014,11,10,16,30,577,122,345,444,134,36,1383,807
2014-11-10T16:45:00,2014,11,10,16,45,564,106,360,488,115,28,1465,802
2014-11-10T17:00:00,2014,11,10,17,0,574,104,362,391,126,26,1439,790
2014-11-10T17:15:00,2014,11,10,17,15,561,94,347,452,124,50,1429,785
2014-11-10T17:30:00,2014,11,10,17,30,540,85,335,411,118,70,1412,778
2014-11-10T17:45:00,2014,11,10,17,45,485,101,303,386,147,100,1357,742
2014-11-10T18:00:00,2014,11,10,18,0,511,93,321,577,108,195,1383,719
2014-11-10T18:15:00,2014,11,10,18,15,442,79,291,497,93,195,1300,674
2014-11-10T18:30:00,2014,11,10,18,30,383,64,212,654,126,205,1278,519
2014-11-10T18:45:00,2014,11,10,18,45,390,60,196,517,107,174,1183,510
2014-11-10T19:00:00,2014,11,10,19,0,389,61,180,577,104,205,1172,520
2014-11-10T19:15:00,2014,11,10,19,15,385,72,182,513,88,200,1120,490
2014-11-10T19:30:00,2014,11,10,19,30,369,72,183,702,83,224,1191,515
2014-11-10T19:45:00,2014,11,10,19,45,347,74,154,552,77,195,1148,527
2014-11-10T20:00:00,2014,11,10,20,0,357,86,165,537,87,200,1152,465
2014-11-10T20:15:00,2014,11,10,20,15,347,80,157,580,70,148,1303,427
2014-11-10T20:30:00,2014,11,10,20,30,371,78,165,468,66,128,1297,396
2014-11-10T20:45:00,2014,11,10,20,45,385,77,150,539,53,83,1406,436
2014-11-10T21:00:00,2014,11,10,21,0,398,80,161,441,54,70,1395,410
2014-11-10T21:15:00,2014,11,10,21,15,391,77,161,459,67,60,1459,440
2014-11-10T21:30:00,2014,11,10,21,30,384,74,149,407,61,58,1431,438
2014-11-10T21:45:00,2014,11,10,21,45,376,82,149,456,61,79,1493,443
2014-11-10T22:00:00,2014,11,10,22,0,343,81,134,458,58,69,1500,410
2014-11-10T22:15:00,2014,11,10,22,15,321,82,125,485,53,61,1495,370
2014-11-10T22:30:00,2014,11,10,22,30,320,79,118,499,53,74,1432,349
2014-11-10T22:45:00,2014,11,10,22,45,287,68,85,460,53,74,1348,321
2014-11-10T23:00:00,2014,11,10,23,0,263,74,64,473,34,77,1371,292
2014-11-10T23:15:00,2014,11,10,23,15,230,72,8,375,15,56,1227,255
2014-11-10T23:30:00,2014,11,10,23,30,208,60,9,337,9,73,1173,249
2014-11-10T23:45:00,2014,11,10,23,45,187,56,8,285,4,81,1114,214
2014-11-11T00:00:00,2014,11,11,0,0,138,55,10,268,2,57,1089,194
2014-11-11T00:15:00,2014,11,11,0,15,41,54,12,236,6,68,1036,46
2014-11-11T00:30:00,2014,11,11,0,30,5,43,9,178,3,89,951,17
2014-11-11T00:45:00,2014,11,11,0,45,3,39,9,127,5,84,901,3
2014-11-11T01:00:00,2014,11,11,1,0,4,39,8,83,2,72,830,5
2014-11-11T01:15:00,2014,11,11,1,15,3,33,9,53,5,42,753,3
2014-11-11T01:30:00,2014,11,11,1,30,3,32,8,32,4,7,694,4
2014-11-11T01:45:00,2014,11,11,1,45,5,30,9,15,4,10,623,3
2014-11-11T02:00:00,2014,11,11,2,0,4,31,8,24,2,6,568,2
2014-11-11T02:15:00,2014,11,11,2,15,3,21,8,13,3,3,507,2
2014-11-11T02:30:00,2014,11,11,2,30,3,16,8,12,2,4,484,2
2014-11-11T02:45:00,2014,11,11,2,45,4,16,8,15,2,8,428,2
2014-11-11T03:00:00,2014,11,11,3,0,3,15,6,11,4,5,399,1
2014-11-11T03:15:00,2014,11,11,3,15,3,6,5,16,2,6,350,0
2014-11-11T03:30:00,2014,11,11,3,30,4,1,6,19,4,5,312,3
2014-11-11T03:45:00,2014,11,11,3,45,5,2,6,15,3,5,282,2
2014-11-11T04:00:00,2014,11,11,4,0,5,2,6,13,3,4,267,3
2014-11-11T04:15:00,2014,11,11,4,15,6,2,5,13,3,4,243,1
2014-11-11T04:30:00,2014,11,11,4,30,6,2,6,12,3,4,221,4
2014-11-11T04:45:00,2014,11,11,4,45,5,2,5,16,1,3,202,2
2014-11-11T05:00:00,2014,11,11,5,0,5,2,5,12,2,3,190,1
2014-11-11T05:15:00,2014,11,11,5,15,4,2,5,14,2,4,177,1
2014-11-11T05:30:00,2014,11,11,5,30,5,2,8,13,1,4,166,1
2014-11-11T05:45:00,2014,11,11,5,45,4,2,5,15,1,3,155,1
2014-11-11T06:00:00,2014,11,11,6,0,3,4,5,20,2,3,146,2
2014-11-11T06:15:00,2014,11,11,6,15,3,3,7,14,1,4,147,2
2014-11-11T06:30:00,2014,11,11,6,30,5,2,10,15,1,3,145,2
2014-11-11T06:45:00,2014,11,11,6,45,4,2,8,16,6,5,140,0
2014-11-11T07:00:00,2014,11,11,7,0,5,2,6,30,1,6,124,2
2014-11-11T07:15:00,2014,11,11,7,15,9,2,8,32,3,4,123,0
2014-11-11T07:30:00,2014,11,11,7,30,8,2,11,43,1,3,128,1
2014-11-11T07:45:00,2014,11,11,7,45,7,2,11,35,1,3,137,2
2014-11-11T08:00:00,2014,11,11,8,0,6,4,23,75,2,4,89,6
2014-11-11T08:15:00,2014,11,11,8,15,8,2,24,92,3,5,75,12
2014-11-11T08:30:00,2014,11,11,8,30,8,3,27,165,5,9,118,49
2014-11-11T08:45:00,2014,11,11,8,45,13,4,26,203,3,15,154,60
2014-11-11T09:00:00,2014,11,11,9,0,11,7,36,203,7,15,236,81
2014-11-11T09:15:00,2014,11,11,9,15,10,9,55,160,13,11,261,100
2014-11-11T09:30:00,2014,11,11,9,30,61,35,53,222,16,22,359,140
2014-11-11T09:45:00,2014,11,11,9,45,83,45,70,188,19,20,379,167
2014-11-11T10:00:00,2014,11,11,10,0,123,50,91,345,28,12,494,225
2014-11-11T10:15:00,2014,11,11,10,15,147,79,99,315,40,14,518,243
2014-11-11T10:30:00,2014,11,11,10,30,214,63,117,392,62,19,590,266
2014-11-11T10:45:00,2014,11,11,10,45,223,64,142,387,88,14,691,351
2014-11-11T11:00:00,2014,11,11,11,0,260,80,160,338,89,9,732,442
2014-11-11T11:15:00,2014,11,11,11,15,286,79,183,404,99,31,854,541
2014-11-11T11:30:00,2014,11,11,11,30,318,83,197,428,100,60,854,540
2014-11-11T11:45:00,2014,11,11,11,45,381,98,241,481,123,89,922,571
2014-11-11T12:00:00,2014,11,11,12,0,375,95,245,469,145,104,911,647
2014-11-11T12:15:00,2014,11,11,12,15,390,101,247,565,107,124,1049,651
2014-11-11T12:30:00,2014,11,11,12,30,368,102,270,478,92,97,986,653
2014-11-11T12:45:00,2014,11,11,12,45,369,100,262,554,74,152,1033,659
2014-11-11T13:00:00,2014,11,11,13,0,395,102,280,498,107,138,1035,727
2014-11-11T13:15:00,2014,11,11,13,15,396,100,271,442,111,124,1003,703
2014-11-11T13:30:00,2014,11,11,13,30,386,95,261,661,159,183,1018,778
2014-11-11T13:45:00,2014,11,11,13,45,404,93,261,559,127,172,1030,784
2014-11-11T14:00:00,2014,11,11,14,0,425,97,262,633,109,178,1124,753
2014-11-11T14:15:00,2014,11,11,14,15,447,102,278,484,130,131,1116,791
2014-11-11T14:30:00,2014,11,11,14,30,477,99,286,567,125,64,1240,787
2014-11-11T14:45:00,2014,11,11,14,45,515,96,309,530,148,39,1197,789
2014-11-11T15:00:00,2014,11,11,15,0,541,110,310,617,140,41,1314,777
2014-11-11T15:15:00,2014,11,11,15,15,533,101,302,581,144,40,1320,770
2014-11-11T15:30:00,2014,11,11,15,30,547,113,330,459,145,29,1282,815
2014-11-11T15:45:00,2014,11,11,15,45,575,114,315,502,140,23,1384,817
2014-11-11T16:00:00,2014,11,11,16,0,588,112,336,417,144,22,1329,824
2014-11-11T16:15:00,2014,11,11,16,15,576,110,319,517,130,37,1327,814
2014-11-11T16:30:00,2014,11,11,16,30,499,108,286,538,153,57,1355,804
2014-11-11T16:45:00,2014,11,11,16,45,589,120,283,515,125,41,1345,802
2014-11-11T17:00:00,2014,11,11,17,0,589,108,270,516,113,41,1359,813
2014-11-11T17:15:00,2014,11,11,17,15,568,108,266,482,102,53,1319,815
2014-11-11T17:30:00,2014,11,11,17,30,573,122,271,557,115,75,1312,842
2014-11-11T17:45:00,2014,11,11,17,45,553,141,283,473,132,93,1253,849
2014-11-11T18:00:00,2014,11,11,18,0,541,113,294,687,125,199,1289,868
2014-11-11T18:15:00,2014,11,11,18,15,432,103,256,611,122,170,1151,738
2014-11-11T18:30:00,2014,11,11,18,30,371,89,236,735,120,168,1104,689
2014-11-11T18:45:00,2014,11,11,18,45,369,78,233,715,120,160,1064,668
2014-11-11T19:00:00,2014,11,11,19,0,352,77,211,644,117,178,1063,628
2014-11-11T19:15:00,2014,11,11,19,15,312,72,202,630,111,180,1074,599
2014-11-11T19:30:00,2014,11,11,19,30,311,80,165,708,93,228,1111,602
2014-11-11T19:45:00,2014,11,11,19,45,289,92,154,705,102,225,1151,582
2014-11-11T20:00:00,2014,11,11,20,0,282,89,147,663,115,167,1096,533
2014-11-11T20:15:00,2014,11,11,20,15,283,77,139,726,102,150,1191,530
2014-11-11T20:30:00,2014,11,11,20,30,302,70,147,758,114,101,1175,470
2014-11-11T20:45:00,2014,11,11,20,45,317,71,147,800,74,78,1284,445
2014-11-11T21:00:00,2014,11,11,21,0,320,73,141,763,68,83,1336,437
2014-11-11T21:15:00,2014,11,11,21,15,322,74,142,792,72,69,1333,451
2014-11-11T21:30:00,2014,11,11,21,30,320,76,137,786,67,61,1377,447
2014-11-11T21:45:00,2014,11,11,21,45,307,78,131,781,75,62,1388,428
2014-11-11T22:00:00,2014,11,11,22,0,303,79,125,687,77,56,1320,423
2014-11-11T22:15:00,2014,11,11,22,15,287,82,122,530,77,64,1366,411
2014-11-11T22:30:00,2014,11,11,22,30,248,84,117,463,80,61,1293,387
2014-11-11T22:45:00,2014,11,11,22,45,234,82,105,386,76,53,1254,338
2014-11-11T23:00:00,2014,11,11,23,0,212,91,103,319,67,69,1227,327
2014-11-11T23:15:00,2014,11,11,23,15,191,83,21,313,32,60,1160,306
2014-11-11T23:30:00,2014,11,11,23,30,177,77,14,307,5,79,1096,286
2014-11-11T23:45:00,2014,11,11,23,45,136,57,14,297,3,60,1039,262
2014-11-12T00:00:00,2014,11,12,0,0,111,51,10,303,2,49,1052,219
2014-11-12T00:15:00,2014,11,12,0,15,24,47,13,256,4,41,954,48
2014-11-12T00:30:00,2014,11,12,0,30,9,40,10,259,4,38,890,16
2014-11-12T00:45:00,2014,11,12,0,45,6,41,11,152,5,46,810,3
2014-11-12T01:00:00,2014,11,12,1,0,5,43,10,132,5,69,761,4
2014-11-12T01:15:00,2014,11,12,1,15,8,39,9,95,5,56,701,5
2014-11-12T01:30:00,2014,11,12,1,30,8,38,9,58,2,9,662,6
2014-11-12T01:45:00,2014,11,12,1,45,8,34,9,28,2,6,601,6
2014-11-12T02:00:00,2014,11,12,2,0,6,32,9,27,2,6,538,8
2014-11-12T02:15:00,2014,11,12,2,15,7,22,7,22,7,5,514,6
2014-11-12T02:30:00,2014,11,12,2,30,6,20,7,24,2,5,440,6
2014-11-12T02:45:00,2014,11,12,2,45,6,18,7,25,2,4,411,4
2014-11-12T03:00:00,2014,11,12,3,0,7,11,7,21,5,3,343,6
2014-11-12T03:15:00,2014,11,12,3,15,6,10,8,18,3,3,293,1
2014-11-12T03:30:00,2014,11,12,3,30,6,5,6,17,5,3,265,4
2014-11-12T03:45:00,2014,11,12,3,45,6,4,7,17,1,4,219,3
2014-11-12T04:00:00,2014,11,12,4,0,5,4,7,12,2,2,204,5
2014-11-12T04:15:00,2014,11,12,4,15,5,4,7,18,2,3,175,3
2014-11-12T04:30:00,2014,11,12,4,30,6,4,8,12,1,2,163,1
2014-11-12T04:45:00,2014,11,12,4,45,5,4,8,13,1,0,149,2
2014-11-12T05:00:00,2014,11,12,5,0,7,3,8,11,1,0,135,2
2014-11-12T05:15:00,2014,11,12,5,15,7,4,8,15,1,0,124,1
2014-11-12T05:30:00,2014,11,12,5,30,7,4,8,12,1,1,119,2
2014-11-12T05:45:00,2014,11,12,5,45,7,4,7,16,1,0,113,3
2014-11-12T06:00:00,2014,11,12,6,0,8,2,6,14,1,0,111,4
2014-11-12T06:15:00,2014,11,12,6,15,7,2,10,21,1,1,97,5
2014-11-12T06:30:00,2014,11,12,6,30,5,2,14,19,2,0,91,6
2014-11-12T06:45:00,2014,11,12,6,45,6,2,15,27,2,2,86,5
2014-11-12T07:00:00,2014,11,12,7,0,9,2,11,28,2,1,86,2
2014-11-12T07:15:00,2014,11,12,7,15,8,2,11,34,1,2,88,4
2014-11-12T07:30:00,2014,11,12,7,30,8,2,11,35,2,7,97,4
2014-11-12T07:45:00,2014,11,12,7,45,10,2,13,58,5,6,109,5
2014-11-12T08:00:00,2014,11,12,8,0,11,3,14,84,4,7,109,6
2014-11-12T08:15:00,2014,11,12,8,15,11,2,22,90,4,8,118,6
2014-11-12T08:30:00,2014,11,12,8,30,12,3,25,172,7,10,158,31
2014-11-12T08:45:00,2014,11,12,8,45,17,4,20,183,9,8,174,37
2014-11-12T09:00:00,2014,11,12,9,0,19,9,40,194,42,14,205,52
2014-11-12T09:15:00,2014,11,12,9,15,25,11,49,198,51,13,233,84
2014-11-12T09:30:00,2014,11,12,9,30,71,24,87,198,54,17,349,113
2014-11-12T09:45:00,2014,11,12,9,45,127,28,86,230,47,13,392,143
2014-11-12T10:00:00,2014,11,12,10,0,156,40,97,234,57,16,431,199
2014-11-12T10:15:00,2014,11,12,10,15,184,56,102,269,63,16,465,231
2014-11-12T10:30:00,2014,11,12,10,30,208,47,126,303,104,21,573,277
2014-11-12T10:45:00,2014,11,12,10,45,252,54,131,294,95,15,605,315
2014-11-12T11:00:00,2014,11,12,11,0,269,66,157,376,90,13,753,343
2014-11-12T11:15:00,2014,11,12,11,15,271,75,183,299,98,25,733,375
2014-11-12T11:30:00,2014,11,12,11,30,273,81,184,338,108,39,826,396
2014-11-12T11:45:00,2014,11,12,11,45,275,98,213,330,119,63,852,448
2014-11-12T12:00:00,2014,11,12,12,0,303,87,217,416,137,90,863,456
2014-11-12T12:15:00,2014,11,12,12,15,294,74,226,501,108,108,1017,453
2014-11-12T12:30:00,2014,11,12,12,30,314,88,241,490,110,114,1009,470
2014-11-12T12:45:00,2014,11,12,12,45,343,98,254,611,87,113,1083,501
2014-11-12T13:00:00,2014,11,12,13,0,350,108,249,488,104,125,1033,538
2014-11-12T13:15:00,2014,11,12,13,15,343,99,240,610,87,154,1156,527
2014-11-12T13:30:00,2014,11,12,13,30,344,87,232,482,124,164,996,572
2014-11-12T13:45:00,2014,11,12,13,45,373,90,241,597,110,152,1080,565
2014-11-12T14:00:00,2014,11,12,14,0,454,105,249,491,102,135,1082,603
2014-11-12T14:15:00,2014,11,12,14,15,426,97,276,425,137,115,1111,631
2014-11-12T14:30:00,2014,11,12,14,30,423,93,297,487,108,78,1225,659
2014-11-12T14:45:00,2014,11,12,14,45,478,102,300,421,168,49,1184,648
2014-11-12T15:00:00,2014,11,12,15,0,497,98,304,621,162,65,1242,640
2014-11-12T15:15:00,2014,11,12,15,15,539,113,278,459,155,48,1223,685
2014-11-12T15:30:00,2014,11,12,15,30,560,121,296,498,139,55,1317,727
2014-11-12T15:45:00,2014,11,12,15,45,547,114,296,424,128,45,1292,735
2014-11-12T16:00:00,2014,11,12,16,0,543,124,324,509,130,34,1349,755
2014-11-12T16:15:00,2014,11,12,16,15,529,114,322,436,127,30,1270,781
2014-11-12T16:30:00,2014,11,12,16,30,514,108,308,495,151,47,1263,795
2014-11-12T16:45:00,2014,11,12,16,45,547,111,317,555,121,43,1278,814
2014-11-12T17:00:00,2014,11,12,17,0,572,106,311,455,112,33,1241,800
2014-11-12T17:15:00,2014,11,12,17,15,576,108,308,502,106,50,1272,793
2014-11-12T17:30:00,2014,11,12,17,30,567,107,309,430,111,80,1211,810
2014-11-12T17:45:00,2014,11,12,17,45,554,122,308,548,118,146,1210,761
2014-11-12T18:00:00,2014,11,12,18,0,526,91,278,510,111,191,1104,727
2014-11-12T18:15:00,2014,11,12,18,15,467,77,248,496,152,169,993,662
2014-11-12T18:30:00,2014,11,12,18,30,321,82,214,549,147,163,964,596
2014-11-12T18:45:00,2014,11,12,18,45,321,81,209,615,119,196,941,549
2014-11-12T19:00:00,2014,11,12,19,0,266,79,206,578,107,200,870,476
2014-11-12T19:15:00,2014,11,12,19,15,283,81,181,496,104,170,871,436
2014-11-12T19:30:00,2014,11,12,19,30,274,82,167,682,95,182,915,459
2014-11-12T19:45:00,2014,11,12,19,45,286,84,157,652,67,180,875,431
2014-11-12T20:00:00,2014,11,12,20,0,295,89,150,763,81,239,1006,369
2014-11-12T20:15:00,2014,11,12,20,15,286,86,136,746,86,193,1031,357
2014-11-12T20:30:00,2014,11,12,20,30,270,109,140,689,99,104,1079,351
2014-11-12T20:45:00,2014,11,12,20,45,282,99,125,656,81,98,1070,354
2014-11-12T21:00:00,2014,11,12,21,0,273,85,116,629,98,80,1100,335
2014-11-12T21:15:00,2014,11,12,21,15,256,86,113,612,81,69,1142,340
2014-11-12T21:30:00,2014,11,12,21,30,255,88,117,693,74,67,1221,344
2014-11-12T21:45:00,2014,11,12,21,45,284,85,111,676,77,76,1177,352
2014-11-12T22:00:00,2014,11,12,22,0,277,83,117,615,70,79,1177,355
2014-11-12T22:15:00,2014,11,12,22,15,259,80,101,573,65,60,1145,342
2014-11-12T22:30:00,2014,11,12,22,30,248,78,97,514,68,60,1169,327
2014-11-12T22:45:00,2014,11,12,22,45,228,71,90,502,58,77,1122,268
2014-11-12T23:00:00,2014,11,12,23,0,218,67,86,468,56,70,1105,245
2014-11-12T23:15:00,2014,11,12,23,15,195,62,21,345,22,67,1025,205
2014-11-12T23:30:00,2014,11,12,23,30,192,55,11,271,17,51,997,204
2014-11-12T23:45:00,2014,11,12,23,45,176,43,8,238,11,61,973,182
2014-11-13T00:00:00,2014,11,13,0,0,140,39,11,203,14,56,913,155
2014-11-13T00:15:00,2014,11,13,0,15,88,47,10,191,2,64,846,26
2014-11-13T00:30:00,2014,11,13,0,30,6,45,8,128,1,58,801,16
2014-11-13T00:45:00,2014,11,13,0,45,5,34,9,118,2,41,710,5
2014-11-13T01:00:00,2014,11,13,1,0,4,31,9,75,2,58,674,7
2014-11-13T01:15:00,2014,11,13,1,15,4,32,11,66,3,36,641,6
2014-11-13T01:30:00,2014,11,13,1,30,5,29,9,35,1,12,538,4
2014-11-13T01:45:00,2014,11,13,1,45,5,20,8,24,2,7,498,5
2014-11-13T02:00:00,2014,11,13,2,0,5,18,7,36,1,5,456,4
2014-11-13T02:15:00,2014,11,13,2,15,4,18,7,25,2,3,400,3
2014-11-13T02:30:00,2014,11,13,2,30,4,13,9,32,2,8,377,3
2014-11-13T02:45:00,2014,11,13,2,45,4,13,8,25,4,4,327,5
2014-11-13T03:00:00,2014,11,13,3,0,4,11,8,27,1,6,295,3
2014-11-13T03:15:00,2014,11,13,3,15,4,4,7,21,2,5,263,4
2014-11-13T03:30:00,2014,11,13,3,30,4,4,7,25,1,6,238,6
2014-11-13T03:45:00,2014,11,13,3,45,4,3,7,20,3,6,202,6
2014-11-13T04:00:00,2014,11,13,4,0,4,3,6,19,2,4,168,6
2014-11-13T04:15:00,2014,11,13,4,15,5,3,6,24,2,3,155,4
2014-11-13T04:30:00,2014,11,13,4,30,4,4,7,17,1,2,137,6
2014-11-13T04:45:00,2014,11,13,4,45,5,4,7,21,1,4,131,4
2014-11-13T05:00:00,2014,11,13,5,0,6,3,7,20,2,2,109,4
2014-11-13T05:15:00,2014,11,13,5,15,5,3,7,22,2,2,111,4
2014-11-13T05:30:00,2014,11,13,5,30,6,3,7,22,1,3,99,4
2014-11-13T05:45:00,2014,11,13,5,45,5,3,7,17,1,2,93,3
2014-11-13T06:00:00,2014,11,13,6,0,6,3,7,24,1,3,86,3
2014-11-13T06:15:00,2014,11,13,6,15,6,3,8,22,1,1,87,4
2014-11-13T06:30:00,2014,11,13,6,30,4,3,15,22,2,1,89,4
2014-11-13T06:45:00,2014,11,13,6,45,5,2,15,24,3,1,79,4
2014-11-13T07:00:00,2014,11,13,7,0,7,3,13,25,3,2,79,5
2014-11-13T07:15:00,2014,11,13,7,15,5,3,15,28,5,2,85,2
2014-11-13T07:30:00,2014,11,13,7,30,8,3,12,35,3,2,80,5
2014-11-13T07:45:00,2014,11,13,7,45,10,3,12,51,3,3,108,4
2014-11-13T08:00:00,2014,11,13,8,0,10,3,18,58,5,4,105,8
2014-11-13T08:15:00,2014,11,13,8,15,13,3,20,121,3,9,136,11
2014-11-13T08:30:00,2014,11,13,8,30,9,8,44,122,11,6,124,40
2014-11-13T08:45:00,2014,11,13,8,45,11,8,39,227,5,9,193,44
2014-11-13T09:00:00,2014,11,13,9,0,13,9,48,153,13,7,174,55
2014-11-13T09:15:00,2014,11,13,9,15,40,10,58,231,15,11,248,84
2014-11-13T09:30:00,2014,11,13,9,30,77,21,61,220,30,16,265,106
2014-11-13T09:45:00,2014,11,13,9,45,109,26,79,293,22,14,375,100
2014-11-13T10:00:00,2014,11,13,10,0,127,39,88,326,34,15,407,164
2014-11-13T10:15:00,2014,11,13,10,15,146,44,110,464,39,18,505,181
2014-11-13T10:30:00,2014,11,13,10,30,188,57,123,518,72,21,560,189
2014-11-13T10:45:00,2014,11,13,10,45,194,69,123,429,90,13,545,252
2014-11-13T11:00:00,2014,11,13,11,0,242,71,142,473,91,16,643,313
2014-11-13T11:15:00,2014,11,13,11,15,271,80,185,439,139,27,702,448
2014-11-13T11:30:00,2014,11,13,11,30,300,76,188,515,124,92,752,463
2014-11-13T11:45:00,2014,11,13,11,45,311,98,214,522,147,91,754,526
2014-11-13T12:00:00,2014,11,13,12,0,321,89,245,606,110,118,815,529
2014-11-13T12:15:00,2014,11,13,12,15,347,103,247,562,109,111,820,546
2014-11-13T12:30:00,2014,11,13,12,30,326,97,236,544,93,105,870,561
2014-11-13T12:45:00,2014,11,13,12,45,329,88,252,490,94,123,901,574
2014-11-13T13:00:00,2014,11,13,13,0,336,94,275,627,98,145,888,610
2014-11-13T13:15:00,2014,11,13,13,15,373,87,272,531,101,150,878,600
2014-11-13T13:30:00,2014,11,13,13,30,368,99,260,573,131,134,864,624
2014-11-13T13:45:00,2014,11,13,13,45,391,93,289,596,111,154,956,665
2014-11-13T14:00:00,2014,11,13,14,0,400,86,260,606,114,141,985,722
2014-11-13T14:15:00,2014,11,13,14,15,422,104,285,530,136,97,1093,719
2014-11-13T14:30:00,2014,11,13,14,30,394,109,286,537,132,61,1104,673
2014-11-13T14:45:00,2014,11,13,14,45,464,107,303,651,134,43,1190,672
2014-11-13T15:00:00,2014,11,13,15,0,465,112,306,512,175,48,1115,681
2014-11-13T15:15:00,2014,11,13,15,15,472,113,300,574,144,52,1208,640
2014-11-13T15:30:00,2014,11,13,15,30,509,107,285,443,146,38,1200,666
2014-11-13T15:45:00,2014,11,13,15,45,523,115,289,421,149,38,1190,695
2014-11-13T16:00:00,2014,11,13,16,0,532,119,293,410,149,43,1197,718
2014-11-13T16:15:00,2014,11,13,16,15,530,124,314,419,156,36,1172,722
2014-11-13T16:30:00,2014,11,13,16,30,483,114,313,441,153,59,1095,733
2014-11-13T16:45:00,2014,11,13,16,45,486,122,296,401,130,55,1082,708
2014-11-13T17:00:00,2014,11,13,17,0,505,118,258,502,119,49,1118,730
2014-11-13T17:15:00,2014,11,13,17,15,511,125,271,394,124,41,1049,700
2014-11-13T17:30:00,2014,11,13,17,30,471,128,244,505,118,88,1074,685
