,YEAR,MONTH,DAY,HOURS,MINS,Lehman Library,Northwest Corner Building,Avery,Lerner,East Asian Library,John Jay,Butler,Uris
2014-09-01T00:00:00,2014,9,1,0,0,2,3,13,55,5,4,64,1
2014-09-01T00:15:00,2014,9,1,0,15,2,3,13,45,8,5,51,0
2014-09-01T00:30:00,2014,9,1,0,30,2,3,11,31,9,2,37,0
2014-09-01T00:45:00,2014,9,1,0,45,2,3,10,33,3,4,38,0
2014-09-01T01:00:00,2014,9,1,1,0,2,4,10,29,3,2,29,0
2014-09-01T01:15:00,2014,9,1,1,15,1,4,10,24,4,1,25,0
2014-09-01T01:30:00,2014,9,1,1,30,2,3,8,55,6,4,69,0
2014-09-01T01:45:00,2014,9,1,1,45,2,3,8,30,1,3,29,0
2014-09-01T02:00:00,2014,9,1,2,0,2,3,8,43,3,3,52,0
2014-09-01T02:15:00,2014,9,1,2,15,2,3,8,26,5,3,30,0
2014-09-01T02:30:00,2014,9,1,2,30,2,3,8,47,4,7,37,0
2014-09-01T02:45:00,2014,9,1,2,45,1,3,8,28,4,1,19,0
2014-09-01T03:00:00,2014,9,1,3,0,2,3,8,39,2,6,30,0
2014-09-01T03:15:00,2014,9,1,3,15,2,2,9,33,2,7,34,0
2014-09-01T03:30:00,2014,9,1,3,30,2,3,8,34,4,4,20,0
2014-09-01T03:45:00,2014,9,1,3,45,2,3,8,29,2,3,26,0
2014-09-01T04:00:00,2014,9,1,4,0,2,3,8,19,3,4,18,0
2014-09-01T04:15:00,2014,9,1,4,15,2,3,8,29,4,1,18,0
2014-09-01T04:30:00,2014,9,1,4,30,3,3,9,19,4,2,18,0
2014-09-01T04:45:00,2014,9,1,4,45,2,3,8,20,1,1,15,0
2014-09-01T05:00:00,2014,9,1,5,0,2,2,8,17,1,1,12,0
2014-09-01T05:15:00,2014,9,1,5,15,2,3,8,19,2,2,21,0
2014-09-01T05:30:00,2014,9,1,5,30,2,3,8,16,2,1,15,0
2014-09-01T05:45:00,2014,9,1,5,45,2,3,8,18,2,2,15,0
2014-09-01T06:00:00,2014,9,1,6,0,2,3,8,16,1,1,13,0
2014-09-01T06:15:00,2014,9,1,6,15,2,3,8,18,1,1,17,1
2014-09-01T06:30:00,2014,9,1,6,30,2,3,8,19,0,1,16,0
2014-09-01T06:45:00,2014,9,1,6,45,2,3,8,17,0,1,17,0
2014-09-01T07:00:00,2014,9,1,7,0,2,3,8,19,2,2,13,0
2014-09-01T07:15:00,2014,9,1,7,15,2,3,8,22,0,2,17,0
2014-09-01T07:30:00,2014,9,1,7,30,2,3,8,21,1,1,15,0
2014-09-01T07:45:00,2014,9,1,7,45,3,2,8,23,3,2,17,0
2014-09-01T08:00:00,2014,9,1,8,0,3,3,8,23,2,4,18,0
2014-09-01T08:15:00,2014,9,1,8,15,2,3,8,31,0,4,21,0
2014-09-01T08:30:00,2014,9,1,8,30,1,5,8,27,3,4,18,2
2014-09-01T08:45:00,2014,9,1,8,45,2,5,8,39,2,6,27,1
2014-09-01T09:00:00,2014,9,1,9,0,2,5,9,42,2,8,26,2
2014-09-01T09:15:00,2014,9,1,9,15,3,5,9,54,6,6,26,1
2014-09-01T09:30:00,2014,9,1,9,30,2,4,9,58,4,7,23,0
2014-09-01T09:45:00,2014,9,1,9,45,2,9,9,69,2,8,31,1
2014-09-01T10:00:00,2014,9,1,10,0,2,5,9,76,4,14,40,0
2014-09-01T10:15:00,2014,9,1,10,15,2,6,11,95,6,26,53,1
2014-09-01T10:30:00,2014,9,1,10,30,2,16,15,99,7,21,43,0
2014-09-01T10:45:00,2014,9,1,10,45,2,17,16,71,14,20,26,2
2014-09-01T11:00:00,2014,9,1,11,0,2,14,14,130,10,26,55,6
2014-09-01T11:15:00,2014,9,1,11,15,2,14,15,163,14,18,39,5
2014-09-01T11:30:00,2014,9,1,11,30,2,15,14,214,7,119,74,3
2014-09-01T11:45:00,2014,9,1,11,45,2,16,19,195,12,138,62,5
2014-09-01T12:00:00,2014,9,1,12,0,2,15,16,248,5,178,75,3
2014-09-01T12:15:00,2014,9,1,12,15,2,18,20,213,18,163,77,6
2014-09-01T12:30:00,2014,9,1,12,30,2,19,21,225,9,185,80,10
2014-09-01T12:45:00,2014,9,1,12,45,3,14,20,222,13,156,93,8
2014-09-01T13:00:00,2014,9,1,13,0,2,14,23,196,8,128,80,6
2014-09-01T13:15:00,2014,9,1,13,15,2,14,23,203,21,148,50,8
2014-09-01T13:30:00,2014,9,1,13,30,3,13,23,289,6,143,89,3
2014-09-01T13:45:00,2014,9,1,13,45,2,16,22,201,15,113,40,5
2014-09-01T14:00:00,2014,9,1,14,0,3,14,23,207,12,103,43,3
2014-09-01T14:15:00,2014,9,1,14,15,2,18,22,232,15,103,43,5
2014-09-01T14:30:00,2014,9,1,14,30,2,23,19,247,14,85,42,2
2014-09-01T14:45:00,2014,9,1,14,45,4,27,19,236,9,31,37,2
2014-09-01T15:00:00,2014,9,1,15,0,2,20,20,250,9,9,30,7
2014-09-01T15:15:00,2014,9,1,15,15,6,20,18,266,17,11,40,6
2014-09-01T15:30:00,2014,9,1,15,30,6,21,18,274,20,17,39,4
2014-09-01T15:45:00,2014,9,1,15,45,6,15,17,267,8,11,41,2
2014-09-01T16:00:00,2014,9,1,16,0,3,20,19,278,8,10,35,3
2014-09-01T16:15:00,2014,9,1,16,15,4,17,19,298,8,16,38,6
2014-09-01T16:30:00,2014,9,1,16,30,2,15,20,288,24,10,28,6
2014-09-01T16:45:00,2014,9,1,16,45,3,18,17,303,8,13,24,3
2014-09-01T17:00:00,2014,9,1,17,0,3,14,21,301,12,10,32,4
2014-09-01T17:15:00,2014,9,1,17,15,3,14,17,304,14,13,50,3
2014-09-01T17:30:00,2014,9,1,17,30,5,19,20,308,15,35,35,3
2014-09-01T17:45:00,2014,9,1,17,45,3,14,20,327,14,61,39,2
2014-09-01T18:00:00,2014,9,1,18,0,3,8,25,255,16,104,42,4
2014-09-01T18:15:00,2014,9,1,18,15,4,8,23,262,5,145,42,6
2014-09-01T18:30:00,2014,9,1,18,30,3,8,20,262,6,150,54,3
2014-09-01T18:45:00,2014,9,1,18,45,6,6,17,271,7,170,49,3
2014-09-01T19:00:00,2014,9,1,19,0,7,8,18,264,4,196,59,2
2014-09-01T19:15:00,2014,9,1,19,15,6,8,14,228,5,197,63,0
2014-09-01T19:30:00,2014,9,1,19,30,7,3,14,251,12,162,52,2
2014-09-01T19:45:00,2014,9,1,19,45,7,4,15,217,6,161,52,2
2014-09-01T20:00:00,2014,9,1,20,0,6,4,13,179,11,135,54,1
2014-09-01T20:15:00,2014,9,1,20,15,6,8,15,171,3,134,69,2
2014-09-01T20:30:00,2014,9,1,20,30,4,8,11,126,20,181,50,2
2014-09-01T20:45:00,2014,9,1,20,45,5,6,12,70,7,141,79,1
2014-09-01T21:00:00,2014,9,1,21,0,4,9,13,61,3,124,44,3
2014-09-01T21:15:00,2014,9,1,21,15,6,6,13,88,5,133,74,2
2014-09-01T21:30:00,2014,9,1,21,30,5,5,10,36,11,112,52,1
2014-09-01T21:45:00,2014,9,1,21,45,7,5,13,87,4,117,98,2
2014-09-01T22:00:00,2014,9,1,22,0,2,5,11,39,13,108,53,2
2014-09-01T22:15:00,2014,9,1,22,15,4,5,12,76,2,98,76,3
2014-09-01T22:30:00,2014,9,1,22,30,3,5,10,32,3,84,58,2
2014-09-01T22:45:00,2014,9,1,22,45,2,9,12,39,9,24,41,1
2014-09-01T23:00:00,2014,9,1,23,0,2,4,9,30,5,11,44,2
2014-09-01T23:15:00,2014,9,1,23,15,3,3,10,31,10,5,41,1
2014-09-01T23:30:00,2014,9,1,23,30,3,3,8,56,2,9,61,2
2014-09-01T23:45:00,2014,9,1,23,45,3,3,10,23,6,4,39,1
2014-09-02T00:00:00,2014,9,2,0,0,2,3,10,35,3,7,36,0
2014-09-02T00:15:00,2014,9,2,0,15,4,3,9,21,2,3,22,1
2014-09-02T00:30:00,2014,9,2,0,30,2,3,10,31,2,9,38,0
2014-09-02T00:45:00,2014,9,2,0,45,2,3,10,19,2,7,23,0
2014-09-02T01:00:00,2014,9,2,1,0,2,3,10,30,3,12,32,0
2014-09-02T01:15:00,2014,9,2,1,15,2,3,9,28,2,6,28,1
2014-09-02T01:30:00,2014,9,2,1,30,2,3,9,18,2,3,19,2
2014-09-02T01:45:00,2014,9,2,1,45,3,3,9,22,1,2,24,2
2014-09-02T02:00:00,2014,9,2,2,0,3,3,9,16,2,2,16,0
2014-09-02T02:15:00,2014,9,2,2,15,2,3,9,18,1,3,16,0
2014-09-02T02:30:00,2014,9,2,2,30,3,3,9,14,1,3,15,0
2014-09-02T02:45:00,2014,9,2,2,45,3,2,10,14,1,3,19,0
2014-09-02T03:00:00,2014,9,2,3,0,3,3,11,14,0,2,15,0
2014-09-02T03:15:00,2014,9,2,3,15,3,2,11,14,0,2,18,1
2014-09-02T03:30:00,2014,9,2,3,30,3,3,10,16,2,2,18,2
2014-09-02T03:45:00,2014,9,2,3,45,2,3,10,16,1,3,15,2
2014-09-02T04:00:00,2014,9,2,4,0,2,3,10,14,1,3,14,2
2014-09-02T04:15:00,2014,9,2,4,15,3,3,10,15,1,1,16,2
2014-09-02T04:30:00,2014,9,2,4,30,2,3,10,17,1,2,16,2
2014-09-02T04:45:00,2014,9,2,4,45,2,3,10,19,1,4,17,0
2014-09-02T05:00:00,2014,9,2,5,0,2,3,9,17,1,3,18,0
2014-09-02T05:15:00,2014,9,2,5,15,2,3,10,19,1,1,19,1
2014-09-02T05:30:00,2014,9,2,5,30,2,3,10,20,1,3,17,1
2014-09-02T05:45:00,2014,9,2,5,45,3,3,9,15,1,2,18,2
2014-09-02T06:00:00,2014,9,2,6,0,3,3,9,18,1,2,20,2
2014-09-02T06:15:00,2014,9,2,6,15,2,3,15,18,1,1,21,3
2014-09-02T06:30:00,2014,9,2,6,30,4,3,15,21,1,4,18,0
2014-09-02T06:45:00,2014,9,2,6,45,2,3,15,26,1,2,21,1
2014-09-02T07:00:00,2014,9,2,7,0,2,3,10,34,1,2,25,3
2014-09-02T07:15:00,2014,9,2,7,15,2,3,14,37,1,6,25,2
2014-09-02T07:30:00,2014,9,2,7,30,4,3,13,48,1,10,27,1
2014-09-02T07:45:00,2014,9,2,7,45,9,2,11,41,2,6,27,1
2014-09-02T08:00:00,2014,9,2,8,0,6,3,16,52,2,2,36,1
2014-09-02T08:15:00,2014,9,2,8,15,7,5,19,74,8,6,32,8
2014-09-02T08:30:00,2014,9,2,8,30,5,4,22,267,4,13,48,22
2014-09-02T08:45:00,2014,9,2,8,45,5,7,29,293,33,12,44,51
2014-09-02T09:00:00,2014,9,2,9,0,16,13,40,415,7,15,88,68
2014-09-02T09:15:00,2014,9,2,9,15,13,20,62,453,46,15,71,94
2014-09-02T09:30:00,2014,9,2,9,30,34,26,50,753,20,22,212,94
2014-09-02T09:45:00,2014,9,2,9,45,48,37,74,725,40,16,255,123
2014-09-02T10:00:00,2014,9,2,10,0,62,52,79,850,55,14,349,144
2014-09-02T10:15:00,2014,9,2,10,15,98,79,90,868,50,23,426,158
2014-09-02T10:30:00,2014,9,2,10,30,110,77,98,837,127,17,443,194
2014-09-02T10:45:00,2014,9,2,10,45,135,70,102,993,87,14,581,191
2014-09-02T11:00:00,2014,9,2,11,0,154,80,143,988,112,16,628,237
2014-09-02T11:15:00,2014,9,2,11,15,155,85,150,1138,84,37,771,284
2014-09-02T11:30:00,2014,9,2,11,30,161,94,158,984,117,66,711,343
2014-09-02T11:45:00,2014,9,2,11,45,192,117,171,757,84,107,834,373
2014-09-02T12:00:00,2014,9,2,12,0,219,92,172,622,88,137,771,391
2014-09-02T12:15:00,2014,9,2,12,15,202,100,174,588,102,195,713,400
2014-09-02T12:30:00,2014,9,2,12,30,211,91,160,693,75,238,735,380
2014-09-02T12:45:00,2014,9,2,12,45,194,91,208,634,101,186,702,409
2014-09-02T13:00:00,2014,9,2,13,0,214,112,209,825,87,174,766,418
2014-09-02T13:15:00,2014,9,2,13,15,191,90,233,698,78,153,732,413
2014-09-02T13:30:00,2014,9,2,13,30,169,80,240,720,166,129,689,468
2014-09-02T13:45:00,2014,9,2,13,45,195,88,220,795,113,197,791,505
2014-09-02T14:00:00,2014,9,2,14,0,205,100,217,732,136,173,801,596
2014-09-02T14:15:00,2014,9,2,14,15,223,92,225,664,118,123,873,571
2014-09-02T14:30:00,2014,9,2,14,30,228,88,201,652,120,100,872,529
2014-09-02T14:45:00,2014,9,2,14,45,252,128,210,740,100,52,981,501
2014-09-02T15:00:00,2014,9,2,15,0,248,140,215,649,126,47,940,518
2014-09-02T15:15:00,2014,9,2,15,15,257,134,194,602,116,40,926,564
2014-09-02T15:30:00,2014,9,2,15,30,269,138,208,575,99,34,1011,567
2014-09-02T15:45:00,2014,9,2,15,45,271,147,188,546,136,33,1020,566
2014-09-02T16:00:00,2014,9,2,16,0,276,122,208,533,91,33,1012,584
2014-09-02T16:15:00,2014,9,2,16,15,239,143,221,503,106,42,985,565
2014-09-02T16:30:00,2014,9,2,16,30,162,94,203,641,149,59,964,650
2014-09-02T16:45:00,2014,9,2,16,45,160,106,190,493,132,50,934,645
2014-09-02T17:00:00,2014,9,2,17,0,185,103,202,572,105,56,989,642
2014-09-02T17:15:00,2014,9,2,17,15,182,111,134,389,124,45,950,584
2014-09-02T17:30:00,2014,9,2,17,30,188,103,61,396,118,66,926,560
2014-09-02T17:45:00,2014,9,2,17,45,185,124,63,440,159,144,837,489
2014-09-02T18:00:00,2014,9,2,18,0,161,112,72,499,172,168,816,486
2014-09-02T18:15:00,2014,9,2,18,15,166,96,62,489,126,172,710,448
2014-09-02T18:30:00,2014,9,2,18,30,117,74,39,414,164,150,629,351
2014-09-02T18:45:00,2014,9,2,18,45,118,71,42,430,103,141,608,297
2014-09-02T19:00:00,2014,9,2,19,0,95,63,33,416,98,134,598,279
2014-09-02T19:15:00,2014,9,2,19,15,84,53,28,590,88,140,695,256
2014-09-02T19:30:00,2014,9,2,19,30,76,52,19,411,90,129,624,239
2014-09-02T19:45:00,2014,9,2,19,45,56,48,20,614,70,149,633,230
2014-09-02T20:00:00,2014,9,2,20,0,55,50,22,513,93,208,581,212
2014-09-02T20:15:00,2014,9,2,20,15,70,53,14,520,89,195,586,213
2014-09-02T20:30:00,2014,9,2,20,30,74,45,20,434,111,168,638,175
2014-09-02T20:45:00,2014,9,2,20,45,71,33,20,353,82,123,617,189
2014-09-02T21:00:00,2014,9,2,21,0,70,37,20,388,52,92,714,170
2014-09-02T21:15:00,2014,9,2,21,15,58,37,44,220,61,66,627,150
2014-09-02T21:30:00,2014,9,2,21,30,55,36,25,334,39,48,672,136
2014-09-02T21:45:00,2014,9,2,21,45,54,45,19,194,43,30,615,128
2014-09-02T22:00:00,2014,9,2,22,0,52,50,14,267,38,52,616,131
2014-09-02T22:15:00,2014,9,2,22,15,43,46,13,147,45,44,530,104
2014-09-02T22:30:00,2014,9,2,22,30,36,41,12,175,30,62,527,96
2014-09-02T22:45:00,2014,9,2,22,45,37,43,9,113,43,55,466,88
2014-09-02T23:00:00,2014,9,2,23,0,31,35,9,165,24,53,430,74
2014-09-02T23:15:00,2014,9,2,23,15,27,6,8,123,34,52,392,73
2014-09-02T23:30:00,2014,9,2,23,30,17,5,10,84,11,42,319,71
2014-09-02T23:45:00,2014,9,2,23,45,17,4,8,80,12,43,279,64
2014-09-03T00:00:00,2014,9,3,0,0,11,5,9,51,7,41,237,55
2014-09-03T00:15:00,2014,9,3,0,15,4,2,10,70,3,35,178,28
2014-09-03T00:30:00,2014,9,3,0,30,6,2,8,40,2,28,154,25
2014-09-03T00:45:00,2014,9,3,0,45,4,3,8,44,6,32,135,18
2014-09-03T01:00:00,2014,9,3,1,0,5,2,8,38,4,22,119,21
2014-09-03T01:15:00,2014,9,3,1,15,3,2,7,31,3,12,102,18
2014-09-03T01:30:00,2014,9,3,1,30,5,2,7,27,2,7,83,19
2014-09-03T01:45:00,2014,9,3,1,45,5,2,7,31,2,5,75,19
2014-09-03T02:00:00,2014,9,3,2,0,4,2,7,29,1,4,63,18
2014-09-03T02:15:00,2014,9,3,2,15,6,2,7,29,1,7,51,18
2014-09-03T02:30:00,2014,9,3,2,30,5,2,8,25,1,6,41,18
2014-09-03T02:45:00,2014,9,3,2,45,4,2,7,23,1,3,36,18
2014-09-03T03:00:00,2014,9,3,3,0,5,2,7,21,1,2,34,20
2014-09-03T03:15:00,2014,9,3,3,15,6,2,8,18,1,2,31,19
2014-09-03T03:30:00,2014,9,3,3,30,6,2,8,19,1,2,33,19
2014-09-03T03:45:00,2014,9,3,3,45,4,2,8,17,1,2,30,19
2014-09-03T04:00:00,2014,9,3,4,0,4,2,8,18,1,3,28,19
2014-09-03T04:15:00,2014,9,3,4,15,5,2,7,18,1,3,28,19
2014-09-03T04:30:00,2014,9,3,4,30,5,2,7,17,1,3,29,18
2014-09-03T04:45:00,2014,9,3,4,45,6,2,8,18,1,3,32,18
2014-09-03T05:00:00,2014,9,3,5,0,4,1,8,19,1,2,30,19
2014-09-03T05:15:00,2014,9,3,5,15,4,2,10,17,1,1,30,17
2014-09-03T05:30:00,2014,9,3,5,30,5,2,7,21,1,2,29,18
2014-09-03T05:45:00,2014,9,3,5,45,4,2,8,17,1,1,27,18
2014-09-03T06:00:00,2014,9,3,6,0,4,2,7,19,1,1,30,21
2014-09-03T06:15:00,2014,9,3,6,15,4,2,19,18,1,1,30,18
2014-09-03T06:30:00,2014,9,3,6,30,9,2,16,28,1,1,36,20
2014-09-03T06:45:00,2014,9,3,6,45,7,1,11,20,1,4,33,13
2014-09-03T07:00:00,2014,9,3,7,0,5,2,9,29,1,5,36,11
2014-09-03T07:15:00,2014,9,3,7,15,5,2,10,31,1,3,34,11
2014-09-03T07:30:00,2014,9,3,7,30,6,2,10,43,1,5,48,11
2014-09-03T07:45:00,2014,9,3,7,45,7,2,13,37,1,7,54,12
2014-09-03T08:00:00,2014,9,3,8,0,9,3,16,127,1,8,65,12
2014-09-03T08:15:00,2014,9,3,8,15,8,3,19,109,3,5,70,14
2014-09-03T08:30:00,2014,9,3,8,30,7,8,23,215,7,14,111,27
2014-09-03T08:45:00,2014,9,3,8,45,13,9,27,248,8,14,131,34
2014-09-03T09:00:00,2014,9,3,9,0,10,14,47,159,57,10,119,58
2014-09-03T09:15:00,2014,9,3,9,15,11,15,63,254,43,17,181,79
2014-09-03T09:30:00,2014,9,3,9,30,24,32,62,211,46,12,199,102
2014-09-03T09:45:00,2014,9,3,9,45,36,35,72,339,44,14,350,98
2014-09-03T10:00:00,2014,9,3,10,0,67,52,101,343,71,11,339,135
2014-09-03T10:15:00,2014,9,3,10,15,76,71,103,527,74,28,515,159
2014-09-03T10:30:00,2014,9,3,10,30,103,53,120,426,102,14,548,178
2014-09-03T10:45:00,2014,9,3,10,45,110,84,136,537,101,15,624,233
2014-09-03T11:00:00,2014,9,3,11,0,152,82,149,569,97,22,705,293
2014-09-03T11:15:00,2014,9,3,11,15,155,96,133,433,110,25,683,351
2014-09-03T11:30:00,2014,9,3,11,30,181,97,130,555,95,75,820,377
2014-09-03T11:45:00,2014,9,3,11,45,155,98,146,472,127,87,761,423
2014-09-03T12:00:00,2014,9,3,12,0,158,97,147,704,111,169,893,412
2014-09-03T12:15:00,2014,9,3,12,15,157,89,146,551,91,166,812,429
2014-09-03T12:30:00,2014,9,3,12,30,172,91,162,546,101,168,747,378
2014-09-03T12:45:00,2014,9,3,12,45,173,89,164,775,87,192,847,434
2014-09-03T13:00:00,2014,9,3,13,0,169,98,173,677,66,200,821,463
2014-09-03T13:15:00,2014,9,3,13,15,187,133,202,816,87,173,938,417
2014-09-03T13:30:00,2014,9,3,13,30,212,84,163,738,94,192,884,407
2014-09-03T13:45:00,2014,9,3,13,45,202,103,184,766,92,222,967,537
2014-09-03T14:00:00,2014,9,3,14,0,229,87,176,612,80,207,952,540
2014-09-03T14:15:00,2014,9,3,14,15,229,78,164,622,84,95,1022,571
2014-09-03T14:30:00,2014,9,3,14,30,218,97,202,557,105,69,1021,551
2014-09-03T14:45:00,2014,9,3,14,45,222,92,197,509,108,60,1019,513
2014-09-03T15:00:00,2014,9,3,15,0,235,107,188,634,157,50,1074,498
2014-09-03T15:15:00,2014,9,3,15,15,248,120,186,559,101,41,1107,488
2014-09-03T15:30:00,2014,9,3,15,30,252,116,196,742,99,54,1206,491
2014-09-03T15:45:00,2014,9,3,15,45,257,118,193,653,129,41,1112,531
2014-09-03T16:00:00,2014,9,3,16,0,275,128,188,707,108,47,1165,512
2014-09-03T16:15:00,2014,9,3,16,15,258,118,178,617,156,44,1080,502
2014-09-03T16:30:00,2014,9,3,16,30,273,122,154,475,155,53,1031,531
2014-09-03T16:45:00,2014,9,3,16,45,296,116,144,533,112,55,1107,498
2014-09-03T17:00:00,2014,9,3,17,0,306,103,159,409,97,46,1010,508
2014-09-03T17:15:00,2014,9,3,17,15,310,99,155,458,97,62,1070,510
2014-09-03T17:30:00,2014,9,3,17,30,293,112,141,370,110,91,988,512
2014-09-03T17:45:00,2014,9,3,17,45,263,110,143,583,103,150,1016,506
2014-09-03T18:00:00,2014,9,3,18,0,216,88,114,556,125,220,961,487
2014-09-03T18:15:00,2014,9,3,18,15,171,75,108,488,82,167,802,449
2014-09-03T18:30:00,2014,9,3,18,30,133,78,86,506,82,223,730,380
2014-09-03T18:45:00,2014,9,3,18,45,124,75,81,391,91,220,631,382
2014-09-03T19:00:00,2014,9,3,19,0,109,63,90,479,54,205,634,348
2014-09-03T19:15:00,2014,9,3,19,15,93,102,88,414,59,170,589,335
2014-09-03T19:30:00,2014,9,3,19,30,107,70,80,551,45,221,677,315
2014-09-03T19:45:00,2014,9,3,19,45,90,62,78,436,71,227,612,274
2014-09-03T20:00:00,2014,9,3,20,0,91,59,72,701,48,285,696,257
2014-09-03T20:15:00,2014,9,3,20,15,84,58,74,553,78,225,678,246
2014-09-03T20:30:00,2014,9,3,20,30,81,53,67,548,76,187,764,237
2014-09-03T20:45:00,2014,9,3,20,45,79,57,57,476,66,133,727,222
2014-09-03T21:00:00,2014,9,3,21,0,87,70,51,438,56,74,813,212
2014-09-03T21:15:00,2014,9,3,21,15,78,61,19,414,82,64,802,182
2014-09-03T21:30:00,2014,9,3,21,30,78,63,18,301,69,48,800,167
2014-09-03T21:45:00,2014,9,3,21,45,80,57,14,345,67,62,813,160
2014-09-03T22:00:00,2014,9,3,22,0,78,57,17,300,62,57,786,150
2014-09-03T22:15:00,2014,9,3,22,15,76,44,17,300,63,53,783,135
2014-09-03T22:30:00,2014,9,3,22,30,70,26,14,295,57,56,765,133
2014-09-03T22:45:00,2014,9,3,22,45,46,24,19,285,37,56,673,124
2014-09-03T23:00:00,2014,9,3,23,0,47,20,14,237,44,58,619,117
2014-09-03T23:15:00,2014,9,3,23,15,37,10,12,174,23,49,547,109
2014-09-03T23:30:00,2014,9,3,23,30,32,2,16,148,21,54,507,98
2014-09-03T23:45:00,2014,9,3,23,45,26,1,14,121,6,32,463,84
2014-09-04T00:00:00,2014,9,4,0,0,18,1,14,100,9,30,431,65
2014-09-04T00:15:00,2014,9,4,0,15,5,1,13,124,6,33,382,36
2014-09-04T00:30:00,2014,9,4,0,30,5,2,13,67,8,28,324,21
2014-09-04T00:45:00,2014,9,4,0,45,5,2,12,47,7,36,264,18
2014-09-04T01:00:00,2014,9,4,1,0,5,2,12,47,7,36,264,18
2014-09-04T01:15:00,2014,9,4,1,15,5,2,12,47,7,36,264,18
2014-09-04T01:30:00,2014,9,4,1,30,5,2,12,47,7,36,264,18
2014-09-04T01:45:00,2014,9,4,1,45,5,2,12,47,7,36,264,18
2014-09-04T02:00:00,2014,9,4,2,0,5,2,12,47,7,36,264,18
2014-09-04T02:15:00,2014,9,4,2,15,5,2,12,47,7,36,264,18
2014-09-04T02:30:00,2014,9,4,2,30,5,2,12,47,7,36,264,18
2014-09-04T02:45:00,2014,9,4,2,45,5,2,12,47,7,36,264,18
2014-09-04T03:00:00,2014,9,4,3,0,5,2,12,47,7,36,264,18
2014-09-04T03:15:00,2014,9,4,3,15,5,2,12,47,7,36,264,18
2014-09-04T03:30:00,2014,9,4,3,30,5,2,12,47,7,36,264,18
2014-09-04T03:45:00,2014,9,4,3,45,5,2,12,47,7,36,264,18
2014-09-04T04:00:00,2014,9,4,4,0,5,2,12,47,7,36,264,18
2014-09-04T04:15:00,2014,9,4,4,15,5,2,12,47,7,36,264,18
2014-09-04T04:30:00,2014,9,4,4,30,5,2,12,47,7,36,264,18
2014-09-04T04:45:00,2014,9,4,4,45,5,2,12,47,7,36,264,18
2014-09-04T05:00:00,2014,9,4,5,0,5,2,12,47,7,36,264,18
2014-09-04T05:15:00,2014,9,4,5,15,5,2,12,47,7,36,264,18
2014-09-04T05:30:00,2014,9,4,5,30,5,2,12,47,7,36,264,18
2014-09-04T05:45:00,2014,9,4,5,45,5,2,12,47,7,36,264,18
2014-09-04T06:00:00,2014,9,4,6,0,5,2,12,47,7,36,264,18
2014-09-04T06:15:00,2014,9,4,6,15,5,2,12,47,7,36,264,18
2014-09-04T06:30:00,2014,9,4,6,30,5,2,12,47,7,36,264,18
2014-09-04T06:45:00,2014,9,4,6,45,5,2,12,47,7,36,264,18
2014-09-04T07:00:00,2014,9,4,7,0,5,2,12,47,7,36,264,18
2014-09-04T07:15:00,2014,9,4,7,15,5,2,12,47,7,36,264,18
2014-09-04T07:30:00,2014,9,4,7,30,5,2,12,47,7,36,264,18
2014-09-04T07:45:00,2014,9,4,7,45,5,2,12,47,7,36,264,18
2014-09-04T08:00:00,2014,9,4,8,0,5,2,12,47,7,36,264,18
2014-09-04T08:15:00,2014,9,4,8,15,5,2,12,47,7,36,264,18
2014-09-04T08:30:00,2014,9,4,8,30,5,2,12,47,7,36,264,18
2014-09-04T08:45:00,2014,9,4,8,45,5,2,12,47,7,36,264,18
2014-09-04T09:00:00,2014,9,4,9,0,5,2,12,47,7,36,264,18
2014-09-04T09:15:00,2014,9,4,9,15,5,2,12,47,7,36,264,18
2014-09-04T09:30:00,2014,9,4,9,30,57,22,54,233,12,12,261,102
2014-09-04T09:45:00,2014,9,4,9,45,57,22,54,233,12,12,261,102
2014-09-04T10:00:00,2014,9,4,10,0,57,22,54,233,12,12,261,102
2014-09-04T10:15:00,2014,9,4,10,15,57,22,54,233,12,12,261,102
2014-09-04T10:30:00,2014,9,4,10,30,57,22,54,233,12,12,261,102
2014-09-04T10:45:00,2014,9,4,10,45,57,22,54,233,12,12,261,102
2014-09-04T11:00:00,2014,9,4,11,0,57,22,54,233,12,12,261,102
2014-09-04T11:15:00,2014,9,4,11,15,57,22,54,233,12,12,261,102
2014-09-04T11:30:00,2014,9,4,11,30,57,22,54,233,12,12,261,102
2014-09-04T11:45:00,2014,9,4,11,45,57,22,54,233,12,12,261,102
2014-09-04T12:00:00,2014,9,4,12,0,57,22,54,233,12,12,261,102
2014-09-04T12:15:00,2014,9,4,12,15,57,22,54,233,12,12,261,102
2014-09-04T12:30:00,2014,9,4,12,30,267,92,184,728,79,189,870,428
2014-09-04T12:45:00,2014,9,4,12,45,264,96,200,599,81,180,821,464
2014-09-04T13:00:00,2014,9,4,13,0,255,104,221,584,92,159,829,499
2014-09-04T13:15:00,2014,9,4,13,15,268,112,230,546,108,159,859,523
2014-09-04T13:30:00,2014,9,4,13,30,214,83,230,596,178,174,832,588
2014-09-04T13:45:00,2014,9,4,13,45,204,84,216,665,122,235,915,621
2014-09-04T14:00:00,2014,9,4,14,0,252,89,237,636,110,206,964,671
2014-09-04T14:15:00,2014,9,4,14,15,264,93,222,629,124,133,1057,755
2014-09-04T14:30:00,2014,9,4,14,30,249,90,226,485,129,99,1004,712
